TUMOR_SAMPLE_BARCODE	idCCL	idCellState	idCELL	cell_sample_id	CELLS_PER_WELL	GROWTH_MODE	CULTURE_MEDIA	CELL_LINE	CELL_LINEAGE	is_hl	gender	taxonomy_id	primary_site_name	primary_hist_name	hist_subtype_1_name
SNU1077_ENDOMETRIUM	169	172	872	1081	500	adherent	RPMI001	SNU1077	ENDOMETRIUM	0	F	9606	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour
SNU685_ENDOMETRIUM	170	173	902	1119	500	adherent	RPMI001	SNU685	ENDOMETRIUM	0	F	9606	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	171	174	9	1	500	suspension	RPMI001	697	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	172	175	22	31	500	suspension	RPMI001	A3KAW	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	173	176	24	34	500	suspension	RPMI001	A4FUK	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	174	177	32	46	500	adherent	RPMI001	ALLSIL	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	175	178	34	48	500	suspension	IMDM004	AML193	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	176	179	35	49	500	suspension	RPMI003	AMO1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	177	180	41	56	500	suspension	RPMI003	BCP1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	178	181	43	58	500	suspension	RPMI001	BDCM	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	179	182	51	74	500	suspension	RPMI001	BL41	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	180	183	52	75	500	suspension	RPMI012	BL70	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	181	184	56	100	500	suspension	RPMI003	BV173	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	182	185	61	106	500	suspension	RPMI001	CA46	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	183	186	93	145	500	suspension	RPMI003	CI1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	184	187	98	151	500	suspension	RPMI003	CMK	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	185	188	99	154	500	adherent	RPMI001	CMLT1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	186	189	127	203	500	suspension	RPMI001	DAUDI	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	187	190	128	204	500	suspension	RPMI001	DB	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	188	191	130	206	500	suspension	RPMI001	DEL	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	189	192	957	221	500	suspension	RPMI001	DND41	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	190	194	140	222	500	suspension	RPMI001	DOHH2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	191	195	145	228	500	suspension	RPMI001	EB1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	192	197	156	239	500	suspension	RPMI001	EHEB	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	193	198	157	240	500	mixed	IMDM002	EJM	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	194	199	158	242	500	suspension	RPMI001	EM2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	195	200	160	244	500	suspension	RPMI001	EOL1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	196	201	946	253	500	suspension	RPMI015	F36P	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	197	202	174	266	500	suspension	RPMI001	GA10	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	198	203	179	272	500	suspension	RPMI001	GDM1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	199	204	979	283	500	suspension	DMEM005	GRANTA519	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	200	205	212	347	500	suspension	RPMI001	HDLM2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	201	206	213	348	500	adherent	RPMI001	HDMYZ	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	202	207	224	362	500	adherent	RPMI001	HEL	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	203	208	223	363	500	suspension	RPMI001	HEL9217	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	204	209	229	369	500	suspension	RPMI001	HH	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	adult_T_cell_lymphoma-leukaemia
HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	205	210	230	371	500	suspension	IMDM003	HL60	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	206	211	961	386	500	suspension	RPMI003	HPBALL	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	207	212	250	405	500	adherent	DMEM001	HS611T	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	208	213	286	445	500	suspension	RPMI001	HT	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	209	214	293	461	500	suspension	RPMI014	HUNS1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	210	215	297	465	500	suspension	IMDM003	HUT78	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	211	216	950	484	500	suspension	RPMI003	JEKO1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	212	217	952	502	500	suspension	IMDMDMEM001	JJN3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	213	218	981	503	500	suspension	RPMI003	JK1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	214	219	322	505	500	suspension	IMDM002	JM1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	215	220	324	508	500	adherent	RPMI001	JURKAT	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	216	221	980	509	500	suspension	RPMI001	JURLMK1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	217	222	325	510	500	adherent	RPMI001	JVM2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	218	223	326	511	500	suspension	RPMI001	JVM3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	219	224	328	513	500	suspension	IMDM002	K562	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	220	225	330	515	500	suspension	RPMI001	KARPAS299	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	221	226	331	516	500	suspension	RPMI003	KARPAS422	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	222	227	943	517	500	suspension	RPMI003	KARPAS620	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	223	228	332	518	500	suspension	RPMI003	KASUMI1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	224	229	333	519	500	adherent	RPMI001	KASUMI2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	225	230	336	524	500	adherent	RPMI001	KCL22	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	226	231	337	525	500	suspension	RPMI001	KE37	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	227	232	339	527	500	suspension	RPMI001	KE97	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	228	233	343	531	500	suspension	RPMI001	KHM1B	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	229	234	344	532	500	suspension	RPMI001	KIJK	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	230	235	348	538	500	suspension	RPMI001	KMH2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	231	237	349	539	500	mixed	RPMI001	KMM1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	232	239	354	545	500	adherent	RPMI001	KMS11	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	233	240	355	546	500	suspension	RPMI001	KMS12BM	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	234	241	1113	548	500	adherent	RPMI001	KMS18	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	235	242	356	549	500	suspension	RPMI001	KMS20	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	236	243	357	550	500	suspension	RPMI001	KMS21BM	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	237	244	358	551	500	suspension	RPMI001	KMS26	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	238	245	359	552	500	suspension	RPMI001	KMS27	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	239	246	360	553	500	suspension	RPMI001	KMS28BM	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	240	248	361	555	500	suspension	RPMI001	KMS34	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	241	250	366	561	500	suspension	MEM001	KO52	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	242	251	378	576	500	suspension	RPMI001	KU812	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	243	252	955	579	500	suspension	RPMI003	KYO1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	244	253	391	590	500	suspension	RPMI001	L1236	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	245	254	393	592	500	suspension	RPMI014	L363	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	246	256	394	593	500	suspension	RPMI001	L428	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	247	257	975	594	500	suspension	RPMI003	L540	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	248	258	395	595	500	adherent	RPMI001	LAMA84	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	249	259	409	624	500	suspension	IMDM002	LP1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	250	260	420	639	500	suspension	RPMI015	M07E	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	251	261	424	643	500	suspension	RPMI003	MC116	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	252	262	954	662	500	suspension	RPMI003	ME1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	253	263	437	663	500	suspension	IMDM002	MEC1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	254	265	972	675	500	suspension	RPMI003	MHHCALL3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	255	266	449	676	500	suspension	RPMI003	MHHCALL4	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	256	267	819	680	500	suspension	RPMI001	MINO	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	257	268	452	681	500	suspension	IMDM002	MJ	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	258	269	459	688	500	mixed	RPMI001	MM1S	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	259	270	462	692	500	suspension	RPMI001	MOLM13	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	260	271	945	693	500	suspension	RPMI003	MOLM16	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	261	272	967	694	500	suspension	RPMI001	MOLM6	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	262	273	958	695	500	suspension	RPMI003	MOLP2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	263	274	463	696	500	adherent	RPMI003	MOLP8	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	264	275	464	697	500	suspension	RPMI003	MOLT13	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
